cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
3504595;9;31;23502.542263157895;893096.606;21;13881.620118421051;527501.5645;0.0015789473684210526;211522.88036842106;MANGANESO;TRONEX
3504988;16;54;16512.624545454546;363277.74;7;8816.288581818182;193958.3488;0.0;264201.99272727274;MANGANESO;TRONEX
3505853;14;22;18893.572509090907;415658.5952;11;12434.969927272728;273569.3384;0.0018181818181818182;264510.0151272727;OTROS;TRONEX
3508917;5;67;17619.078333333335;211428.94;5;8600.487183333333;103205.8462;0.008333333333333333;88095.39166666668;MANGANESO;TRONEX
3509092;25;10;19921.140192307692;1035899.29;13;11083.363;576334.8759999999;0.0;498028.5048076923;MANGANESO;TRONEX
3510656;27;10;21465.89336065574;1309419.495;7;11172.01854590164;681493.1313;0.001639344262295082;579579.120737705;MANGANESO;TRONEX
3510686;16;79;22866.156066666666;685984.682;4;12108.79048;363263.7144;0.008;365858.49706666666;MANGANESO;TRONEX
3510731;20;31;20854.888695652175;479662.44;7;10392.226069565217;239021.1996;0.0;417097.7739130435;MANGANESO;TRONEX
3511743;18;9;20441.0776;490585.8624;16;10668.884454166668;256053.2269;0.0025;367939.3968;MANGANESO;TRONEX
3512937;6;10;22677.433905882353;385516.3764;11;12195.532976470588;207324.0606;0.009999999999999998;136064.60343529412;MANGANESO;TRONEX
3513276;7;30;15024.044285714286;105168.31;3;6906.929700000001;48348.507900000004;0.0;105168.31;MANGANESO;TRONEX
3513381;17;30;21758.870606060605;718042.73;13;11765.632863636363;388265.8845;0.0;369900.8003030303;MANGANESO;TRONEX
3514281;14;79;17984.64;305738.88;6;10705.063452941176;181986.0787;0.0;251784.96;ENCENDEDORES;SL
3514355;27;15;20477.304444444442;737182.96;20;10676.656583333333;384359.637;0.001388888888888889;552887.22;ENCENDEDORES;TRONEX
3514380;18;19;20799.71351612903;644791.119;8;11278.101774193548;349621.155;0.0064516129032258064;374394.8432903226;MANGANESO;TRONEX
3514415;24;4;17922.944731707317;734840.734;7;9955.864134146343;408190.4295;0.014146341463414636;430150.6735609756;BOMBILLAS;TRONEX
3516091;4;19;16328.185714285713;114297.29999999999;6;8998.921357142857;62992.449499999995;0.0;65312.74285714285;MANGANESO;TRONEX
3516792;25;18;17334.649677419355;537374.14;11;9575.744393548388;296848.0762;0.0;433366.2419354839;ENCENDEDORES;SL
3517143;16;45;14142.525294117646;240422.93;4;7249.53735882353;123242.1351;0.0;226280.40470588233;OTROS;GP
3517503;6;65;20656.158750000002;165249.27000000002;7;12269.257450000001;98154.05960000001;0.0;123936.95250000001;MANGANESO;TRONEX
3517958;14;46;14648.0;263664.0;6;7446.9473;134045.0514;0.0;205072.0;BOMBILLAS;SB
