cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
8202415;18;4;44292.51175636364;2436088.1466;13;25071.428978181815;1378928.5938;0.012;797265.2116145454;MANGANESO;TRONEX
8203308;16;26;37756.11682926829;1548000.79;20;23798.917592682927;975755.6213;0.0;604097.8692682927;ALKALINAS;TRONEX
8231142;15;18;38202.28722222222;687641.17;8;23666.478083333335;425996.6055;0.0;573034.3083333333;ALKALINAS;TRONEX
8241933;11;43;37590.992058823525;1278093.73;19;21633.818805882354;735549.8394;0.0029411764705882353;413500.9126470588;BOMBILLAS;TRONEX
8265343;2;68;43865.52;219327.59999999998;4;30494.97082;152474.8541;0.0;87731.04;ALKALINAS;TRONEX
8266215;17;15;41898.19525;1927316.9815;20;22752.591145652175;1046619.1927;0.006086956521739131;712269.31925;OTROS;GP
8270350;14;74;35703.3401875;856880.1645;18;22030.5056;528732.1344;0.008333333333333333;499846.762625;ALKALINAS;TRONEX
8275019;14;30;49335.142;986702.84;9;24006.310975;480126.2195;0.0025;690691.988;MANGANESO;TRONEX
8290053;35;10;35042.45757664234;4800816.688;34;19310.083580291972;2645481.4505000003;0.0029197080291970805;1226486.0151824818;BOMBILLAS;TRONEX
8293848;30;5;40745.3549122807;2322485.23;9;23287.099601754388;1327364.6773;0.0;1222360.647368421;MANGANESO;TRONEX
8295425;15;44;36182.86048484848;1194034.396;17;20775.729130303032;685599.0613000001;0.007272727272727273;542742.9072727272;OTROS;GP
8297917;27;3;42857.09996052631;3257139.597;25;25770.377765789475;1958548.7102;0.00039473684210526315;1157141.6989342105;OTROS;TRONEX
8303432;9;75;47529.66333333333;712944.95;8;28300.72767333333;424510.9151;0.0;427766.97;MANGANESO;TRONEX
8315318;30;31;38134.81499099099;4232964.464;9;26127.12099009009;2900110.4299;0.0007207207207207207;1144044.4497297297;ALKALINAS;TRONEX
8322944;6;25;43509.162125;696146.594;14;24597.72729375;393563.6367;0.001875;261054.97275000002;OTROS;TRONEX
8347029;11;53;51970.20052631579;987433.81;10;26123.607936842105;496348.5508;0.0;571672.2057894737;MANGANESO;TRONEX
8348623;21;15;54678.16716666667;1968414.0180000002;8;29553.535172222222;1063927.2662;0.0008333333333333333;1148241.5105;MANGANESO;TRONEX
8348962;24;5;53894.38441290323;1670725.9168;5;29043.757812903226;900356.4922;0.018387096774193548;1293465.2259096776;MANGANESO;TRONEX
8355066;21;44;36503.88290322581;1131620.37;14;20389.311177419357;632068.6465;0.0;766581.540967742;MANGANESO;TRONEX
8356266;14;9;41860.26782857143;1465109.374;4;22722.14230857143;795274.9808;0.04428571428571429;586043.7496;MANGANESO;TRONEX
8364246;24;31;44353.28123809524;1862837.812;8;28741.43406904762;1207140.2309;0.014761904761904763;1064478.7497142856;ALKALINAS;TRONEX
8372009;23;4;34831.49796060606;2298878.8654;17;17890.823277272728;1180794.3363;0.0009090909090909091;801124.4530939393;MANGANESO;TRONEX
8394664;16;4;37472.78533333333;1124183.56;6;23669.477690000003;710084.3307;0.0;599564.5653333333;ALKALINAS;TRONEX
8400078;20;3;44262.69984782609;4072168.386;23;25409.523033695656;2337676.1191000002;0.0003260869565217391;885253.9969565218;OTROS;TRONEX
8402974;23;11;35687.80510638298;1677326.84;7;23894.86760425532;1123058.7774;0.0;820819.5174468085;ALKALINAS;TRONEX
8404273;8;25;35609.62957142857;997069.628;17;19603.127839285713;548887.5795;0.002142857142857143;284877.0365714286;BOMBILLAS;TRONEX
8405047;11;46;41973.743444444444;755527.382;8;26714.99813888889;480869.9665;0.0016666666666666666;461711.17788888887;ALKALINAS;TRONEX
